Query,Language,Weight
איש ואישה,he,3
אלביס,he,3
אלכס מזרחי,he,3
אלף עשירי,he,3
"אם האדם מנצח, ה' שמח",he,3
אמונה למעלה מהדעת,he,3
אמת ואמונה,he,3
אנחנו נתאספנו כאן,he,3
"אנטישמיות בארה""ב? ההיסטוריה חוזרת",he,3
אני והטבע,he,3
"אני משתנה, העולם משתנה",he,3
אף רוחי בקרבי אשחרך,he,3
אפיקומן,he,3
אפקט הפרפר,he,3
ארבע בחינות דאור ישר,he,3
ארבעה גורמים,he,3
ארגון נשים,he,3
אתחנן,he,3
בא אל פרעה,he,3
בא אל פרעה - ב,he,3
בהעלותך את הנרות - א,he,3
בורא,he,3
בחינת הארת פנים,he,3
בחירה חופשית,he,3
בחירות,he,3
בחירת בן זוג,he,3
ביטוש פנים ומקיף,he,3
ביטחון ושמחה,he,3
בית המקדש,he,3
"בכדי לדעת שה' הוא אלקים, צריכים ל""השבות אל לבבך""",he,3
בכל דור ודור חייב אדם לראות את עצמו,he,3
בליפ,he,3
בניין החברה העתידית,he,3
בנק יהב כניסה לחשבון,he,3
בעיות רוחניית,he,3
בעיתו - אחישנה,he,3
בעל הבית והאורח,he,3
"בעל הסולם, ""הקדמה לספר הזוהר"", אות ט",he,3
"בעל הסולם, ""הקדמה לספר הזוהר"", אות ל""א",he,3
"בעל הסולם, ""הקדמה לספר הזוהר"", אות ל""ג",he,3
בעל הסולם. הגלות והגאולה,he,3
בעל הסולם. הערבות - קיצור,he,3
"בעל הסולם. הקדמה לספר הזוהר, שיעור 7",he,3
בעל הסולם. מהות הדת ומטרתה - קיצור,he,3
בעל הסולם. מתן תורה - קיצור (1),he,3
בעל הסולם. פתיחה לחכמת הקבלה,he,3
"בעל הסולם. שמעתי, מב. מהו, שראשי תיבות אלול מרמזת בעבודה ""אני לדודי ודודי לי""",he,3
בר מצווה עשרים שנה,he,3
בראתי יצר הרע,he,3
"ברוך שלום הלוי אשלג (הרב""ש)",he,3
ברית חברים,he,3
ג' קוים,he,3
גדלות החברים,he,3
גילגולים,he,3
גילוי טפח וכיסוי טפחיים,he,3
גירושים,he,3
גלגול נשמות,he,3
גלגלי שיניים,he,3
גם ציפור מצאה בית,he,3
גמר התיקון צורה מופשטת מחומר,he,3
גרוזיה וארמניה,he,3
ד בחינות,he,3
ד בחינות דאור ישר,he,3
ד׳ בחינות דאור ישר,he,3
דבורים בעולם,he,3
דביקות,he,3
דבקות,he,3
דע כי טרם,he,3
דרך אמת,he,3
האזינו השמים,he,3
האמה,he,3
הבדל בין גבר לאישה,he,3
ההבדל בין צדקה למתנה,he,3
הושענא רבה עיבור,he,3
הושענא רבה שמחת תורה,he,3
החירות,he,3
הטבע,he,3
הכל תיקונים,he,3
הכנה לכנס,he,3
הכנה לפסח,he,3
הכרת הרע,he,3
"הנה הבינה נקרא אמא. כי הוא אם הבנים זו""ן, ומשמרת אותם, כענין שנאמר כנשר יעיר קנו על גוזליו ירחף יפרוש כנפיו. וכדרך הנשר הפורש כנפיו ומכסה על בניו שלא יקחם עוף אחר כך אמא עילאה, בינה דאצילות היא בעצמה אינה מתיראת מן החיצונים כנודע, כי אין אחיזה אל החיצונים באמא עילאה, אמנם יכולים הם להתאחז בזו""ן בניה וליקח שפע משם. ולכן היא פרשת כנפיה עליהם לשמרם",he,3
"העיקרון הקבלי – ""ויתורים הדדיים""",he,3
הערבות 3,he,3
הערבות 7,he,3
הפיכות צבאיות,he,3
הפלה,he,3
"הפצה – היא תיקון ה""אני"" שלי",he,3
הפצה לעולם,he,3
הפצה נשים,he,3
הקדמה לספר הזוהר אות י״ג,he,3
הקדמה לספר הזוהר שיעור 5,he,3
"הקדמה לספר הזוהר, שיעור 3",he,3
"הקדמה לספר הזוהר, שיעור 6",he,3
"הקדמה לספר הזוהר, שיעור 7",he,3
הקדמה לתלמוד עשר הספירות,he,3
הקלטות רבש,he,3
"הר, הרהורים",he,3
"הרב""ש. אגרת ח׳",he,3
"הרב""ש. מה לדרוש מאסיפת חברים. 30 (1988)",he,3
"הרב""ש. מהו רועי מקנה אברם ורועי מקנה לוט, בעבודה. 6 (1991)",he,3
הרמוניה,he,3
התבטלות חברו,he,3
התעוררת מלמעלה ומלמטה,he,3
התקפה,he,3
ואהבת לרעך כמוך,he,3
וילוזני,he,3
וינקור,he,3
ויתור,he,3
זהב ז-הב,he,3
"זוגיות, כאב, שליטה… קצת על אהבה אחרת",he,3
"זוהר חדש, אחרי",he,3
"זוהר חדש, מדרש רות",he,3
זוהר לעם פרשת עקב,he,3
"זוהר לעם, פרשת ""בראשית-ב"", מאמר ""זכר ונקבה בְּרָאָם"", פסקה 366 filter_section_sources:",he,3
"זוהר לעם, קטעים נבחרים, פרק ""ראש השנה"", כותרת משנה ""תקיעת שופר""",he,3
זמן הירידה,he,3
זרע לבטלה,he,3
חג חנוכה חנייה,he,3
חג מתן תורה,he,3
חג סוכות מלכות עולה לבינה,he,3
חג שבועות אהבה קטנות,he,3
חג שמחת תורה הושענא רבה,he,3
חג שמחת תורה סוף התיקונים,he,3
חוכמת המעגל,he,3
חוסן לאומי,he,3
חטא העגל,he,3
חיים חדשים - קטעים נבחרים 183 - חיים בלחץ,he,3
חיים חדשים 1031,he,3
חיים חדשים 1042,he,3
חיים חדשים 1098,he,3
חיים חדשים 1099,he,3
חיים חדשים 1109,he,3
חיים חדשים 1146,he,3
חיים חדשים 13,he,3
חיים חדשים 2,he,3
חיים חדשים 21,he,3
חיים חדשים 210,he,3
חיים חדשים 22,he,3
חיים חדשים 4,he,3
חיים חדשים 430,he,3
חיים חדשים 432,he,3
חיים חדשים 438,he,3
חיים חדשים 440,he,3
חיים חדשים 449,he,3
חיים חדשים 450,he,3
חיים חדשים 455,he,3
חיים חדשים 456,he,3
חיים חדשים 47 - חיבור כצורך קיומי,he,3
חיים חדשים 5,he,3
חיים חדשים 52,he,3
חיים חדשים 615,he,3
חיים חדשים 7,he,3
חיים חדשים 80,he,3
חיים חדשים 882,he,3
חיים חדשים 955,he,3
חיים חדשים 970,he,3
חיים חדשים בריאות,he,3
חיים חדשים גיל ההתבגרות,he,3
חיים חדשים הריון,he,3
חיים חדשים חינוך ילדים,he,3
חיים חדשים משפחה,he,3
חיים חדשים נשים,he,3
חיים חדשים רגשות,he,3
חינוך ביתי,he,3
חינוך ביתי או לימודים בבית ספר?,he,3
חלקי שיעור מיוחדים - שיחה עם נשים,he,3
חנוכה בינה שמונה תחנות,he,3
חרדות,he,3
חשיבות הכנס,he,3
חשיבות המטרה,he,3
חשיבות עבודה בקבוצה .קטע מקור,he,3
חשיבות שיעור בוקר,he,3
ט' באב,he,3
טו באב חג אהבה,he,3
טיסה,he,3
טעם של אור,he,3
יום הזכרון,he,3
יום כיפור צמצום,he,3
יום כיפורים לוחות הברית,he,3
יונתן בן עוזיאל,he,3
"יורצייט של אר""י",he,3
ייסורים,he,3
ייסורים במקום החברים,he,3
יסודות הקבלה. התנגדות לקבלה,he,3
יצחק בן צבי אשכנזי,he,3
ירידה ועליה בעבודה,he,3
יש דין למטה אין דין למעלה,he,3
ישיבות כתבים,he,3
ישיבת,he,3
ישיבת חברים עולמית,he,3
ישיבת תוכן על חינוך,he,3
יתרו,he,3
כאב פיזי,he,3
כאיש אחד בלב אחד,he,3
כל הפוסל במומו פוסל,he,3
"כל הפוסל, במומו פוסל",he,3
כל מעיני בך,he,3
כנס בולגריה 2019,he,3
כנס ערב פתוח,he,3
כנס צפון עולים לגבעה 20-22.09.2012,he,3
"כנסי באמריקה, שיעור מס' 1 שהתקיים בצ'ילה ""כולנו כאחד 2017,התעוררות הנקודה שבלב""",he,3
כנסת ישראל,he,3
כתבי רבש,he,3
כתיבת נשים הפצה,he,3
לא אותי קראת יעקב,he,3
לא החכם לומד,he,3
לאהוב זה קל,he,3
לאיזה דרגה האדם צריך להגיע שלא יצטרך להתגלגל,he,3
לגדול בכיף,he,3
להסביר לילדים על מוות,he,3
להצטער על חורבן בית המקדש,he,3
להרגיש זוהר,he,3
להתחיל מחדש,he,3
"לומדים ביחד - מבנה העולמות - עולמות אצילות, בריאה, יצירה ועשייה",he,3
לחץ,he,3
לידה עביות א,he,3
לידה צירים יוצא החוצה,he,3
לידה רוחנית,he,3
ליל הושענא רבה סוכות,he,3
לך לך מארצך,he,3
למה יש סבל בעולם,he,3
למה לא ביקשת,he,3
למה תפילין מפחידות את אומות העולם?,he,3
"לעולם ימכור אדם כל מה שיש לו וישא בת ת""ח",he,3
לשון הרע,he,3
לשמה ושלא לשמה,he,3
"מ""ד",he,3
מאחורי המילים,he,3
"מאי הר סיני, שירדה שנאה לעכו""ם",he,3
"מאין ההוכחה המעשית, שצריך לעבוד במצוה זו, לשם השי""ת",he,3
מאמר 68,he,3
מאמר השלום - חוקי הטבע והסבל האנושי,he,3
מאמר מתן תורה,he,3
מאמרי חברה,he,3
"מאמרי רב""ש",he,3
מאמרי רבש,he,3
מאמרים,he,3
מאמרים לפסח,he,3
מבוא,he,3
מבוא לחכמת הקבלה שיעור 10,he,3
מבוא לספר הזוהר חלק 4,he,3
מבוא לספר הזוהר שיעור 6,he,3
מבנה העולמות,he,3
"מבנה העולמות - תע""ס - צמצום א'",he,3
מה היא מציאות ומהו דמיון,he,3
"מה זה אח""פ",he,3
מה זה חיבור,he,3
מה לבקש מהבורא?,he,3
"מהו בעבודה ""התורה מתשת כוחו של אדם""",he,3
"מהו ענין הדלקת המנורה, בעבודה",he,3
"מהו רועי מקנה אברם ורועי מקנה לוט, בעבודה",he,3
מהו רפח,he,3
"מהו שהתורה נקראת קו אמצעי, בעבודה - ב",he,3
מהות הדת ומטרתה (תקציר),he,3
"מהות הדת ומטרתה <br> קבלה למתחיל, דף 18",he,3
מונוגמיה,he,3
מוסיקה קבלית,he,3
מחוברים כמו גלגלי שיניים,he,3
מחקר של חיים הרץ,he,3
מחקר של חיים רץ בנושא אנטישמיות,he,3
מיין נוקבין,he,3
מכתב נדיר,he,3
מנוגדים,he,3
מעלים בקודש,he,3
מעמד הר סיני חירות ממלאך המוות,he,3
מערכת,he,3
מעשה מרכבה,he,3
מפה דאריך אנפין,he,3
מקובלים כותבים - זוהר לעם,he,3
מרכז הקבוצה,he,3
משהו,he,3
משכב זכר בתורה,he,3
"מתוך סדרת הקליפים ""הליכה על דרך האמת",he,3
מתחילים,he,3
מתנות,he,3
מתקני עולם,he,3
ניגונים,he,3
נס חנוכה דרגת האהבה,he,3
נס פורים ג ימים,he,3
נס פורים יציאת מצרים,he,3
נס פורים מחיית עמלק,he,3
נסיעה,he,3
נספחים,he,3
נשים רחמניות,he,3
נשמות,he,3
סדנאות,he,3
סדר ישיבת התוועדות,he,3
"סדר עבודה מבעל הסולם זצ""ל",he,3
סדרות,he,3
סוכות היום השביעי,he,3
סור מרע,he,3
"סיפור אהבה רוחני - יעקב, רחל ולאה",he,3
ספירת העומר לא לשמה,he,3
ספר הזוהר - איכה,he,3
ספר פסח,he,3
סרטים,he,3
עבודה בעשירייה,he,3
עביות,he,3
עברית,he,3
עברית וארמית פנים ואחוריים,he,3
עולם גשמי,he,3
עולם האצילות,he,3
עיבור לידה יניקה,he,3
עיבור נשמה,he,3
עיבור צירים,he,3
עיבור קטנות גדלות,he,3
עיקר לרצות רק להשפיע,he,3
עיתון,he,3
עניין מתן תורה - א,he,3
ענין חינוך,he,3
ענין יציאת מצרים,he,3
ענין מדת שיתוף,he,3
ענין סביבה,he,3
ענין ראש החודש,he,3
עסקים מדומים,he,3
עץ הדעת טוב ורע,he,3
עץ החיים,he,3
עצבות,he,3
עקרונות בקבוצה רוחנית,he,3
"עקרונות יסוד מתוך הספר – מאמר ט""ו, ""שמעתי,מהו, אלוהים אחרים, בעבודה""",he,3
ערב פתוח,he,3
ערב רב,he,3
ערבות אצל האווזים,he,3
"עשירייה היא הוי""ה אחת שלמה",he,3
עשר ספירות,he,3
עשרת הדיברות,he,3
עתים לטובה ועתים לרעה,he,3
פוטוגרפיה,he,3
פורים דרגת האהבה,he,3
פורים דרומיתא,he,3
פורים תחיית המתים,he,3
פורים תרדמה,he,3
פסח 2006,he,3
פעילות קבוצתית,he,3
פרנסה,he,3
פרצוף,he,3
פרשת בלק,he,3
פרשת השבוע - בחוקתי,he,3
פרשת השבוע - עקב,he,3
פרשת השבוע - צו,he,3
פרשת השבוע ויקרא,he,3
פרשת השבוע פנחס,he,3
פרשת יתרו,he,3
פרשת פינחס,he,3
פרשת תזריע,he,3
פתיחה לחכמת הקבלה 2006,he,3
פתיחה לחכמת הקבלה אות א,he,3
פתיחה לחכמת קבלה,he,3
פתיחה מקוצרת,he,3
צ,he,3
ץ,he,3
צבי ישן,he,3
צדק חברתי יכול להיות רק במשפחה,he,3
ציטוטים מתוך שמעתי,he,3
קבוצת ילדים,he,3
קבלת התורה שבירת הלוחות,he,3
קו דק מאוד,he,3
קודם יצירת הולד,he,3
קורס יסודות הקבלה,he,3
קטעי הכנה לשיעור,he,3
קטעים נבחרים בנושא כנסת ישראל,he,3
"קטעים נבחרים רב""ש",he,3
קטעים ניבחרים ערבות,he,3
קמפוס,he,3
קסא,he,3
"ר' אלימלך מליז'נסק, נועם אלימלך, ליקוטי שושנה",he,3
רב,he,3
רב ברוך שלום הלוי אשלג,he,3
רדיו זוהר שידור חי,he,3
רוסית,he,3
רימון רוממות,he,3
ריצוי אחרים,he,3
"רמב""ם",he,3
"רמב""ן",he,3
רצון לקבל ורצון להשפיע,he,3
שאלות לסדנה,he,3
"שהוא במצב הזה לא יכול להאמין שיש אנשים בין החברותא שלו, שיהיו בבחינת חיים וקיימים,",he,3
שופר של משיח,he,3
שיחה עם לארי קינג,he,3
שילוח הקן,he,3
שיעור 4.04.2019,he,3
שיעור ההתגברות,he,3
שיעור וירטואלי,he,3
"שיעור על פי כתבי בעל הסולם, 03.12.2010",he,3
"שיעור על פי תלמוד עשר הספירות, 07.01.11",he,3
שיעור עץ חיים,he,3
"שיעורי הרב""ש",he,3
שיעורים בנושא ביטול,he,3
שירות לחברה,he,3
שירטוטים,he,3
שירת הים,he,3
שלא תהיה מחודשת,he,3
שלום,he,3
שלמות אמיתית,he,3
שמח אני ברשעים שמתגלים,he,3
"שמחה בעבודת ה""",he,3
שמחת תורה לקבל על מנת להשפיע,he,3
שמחת תורה מסך,he,3
שמחת תורה עיבור,he,3
שמיני עצרת זיווג קבלת תורה,he,3
שמעתי א,he,3
שני יגיעות,he,3
שעור נשים,he,3
שפינוזה,he,3
שפלות,he,3
שץ וגבאי,he,3
שקר העיד בקונו,he,3
שרה,he,3
שרטוט,he,3
תהילים - קיצור,he,3
תהלים,he,3
"תוכנית טלוויזיה ""הכיתה של מרשמלו"": לימונדה",he,3
"תוכנית טלוויזיה ""סודות של ספר הנצחי"": פרשת דברים, חלק א'",he,3
תורנות,he,3
תזונה,he,3
תינוק מתחת ללב של אימא,he,3
תיקוני זוהר,he,3
תמיכה ודאגה על חבר,he,3
תפילה אחת מלב אחד,he,3
תפילה והודיה,he,3
תפילה לעצמי,he,3
תפילה קודם תפילה,he,3
תפיסת המציאות (למתקדמים),he,3
תפיסת המציאות חלק א',he,3
תפקיד הגבאי,he,3
תשלום מעשר,he,3
תשע באב,he,3
" ""אותנטיות""",he,2
" ""איחוד העם""",he,2
" ""אין עוד מלבדו, טוב ומטיב""",he,2
" ""אין עוד מלבדו""",he,2
" ""בכל יום יהיו בעיניך כחדשים""",he,2
" ""בכלל היה מטומטם""",he,2
" ""הוא בחינת שאין לו רשות בפני עצמו""",he,2
" ""הכנה לכנס במדבר""",he,2
" ""הקבוצה היא רחם""",he,2
" ""כל המצטער עם הצבור""",he,2
" ""כל המצטער עם הציבור""",he,2
" ""כלי מחזיק ברכה לישראל""",he,2
